846,0.72,kN,21.15
847,0.71,kN,21.17
848,0.71,kN,21.20
849,0.71,kN,21.23
850,0.70,kN,21.25
851,0.70,kN,21.27
852,0.70,kN,21.30
853,0.69,kN,21.33
854,0.69,kN,21.35
855,0.69,kN,21.38
856,0.69,kN,21.40
857,0.69,kN,21.42
858,0.70,kN,21.45
859,0.70,kN,21.48
860,0.70,kN,21.50
861,0.70,kN,21.52
862,0.71,kN,21.55
863,0.72,kN,21.58
864,0.72,kN,21.60
865,0.73,kN,21.63
866,0.73,kN,21.65
867,0.74,kN,21.67
868,0.74,kN,21.70
869,0.75,kN,21.73
870,0.75,kN,21.75
871,0.76,kN,21.77
872,0.76,kN,21.80
873,0.77,kN,21.83
874,0.77,kN,21.85
875,0.78,kN,21.88
876,0.78,kN,21.90
877,0.78,kN,21.92
878,0.79,kN,21.95
879,0.79,kN,21.98
880,0.79,kN,22.00
881,0.79,kN,22.02
882,0.79,kN,22.05
883,0.79,kN,22.08
884,0.79,kN,22.10
885,0.79,kN,22.13
886,0.78,kN,22.15
887,0.77,kN,22.17
888,0.76,kN,22.20
889,0.75,kN,22.23
890,0.74,kN,22.25
891,0.72,kN,22.27
892,0.71,kN,22.30
893,0.71,kN,22.33
894,0.69,kN,22.35
895,0.68,kN,22.38
896,0.66,kN,22.40
897,0.64,kN,22.42
898,0.63,kN,22.45
899,0.63,kN,22.48
900,0.60,kN,22.50
901,0.60,kN,22.52
902,0.59,kN,22.55
903,0.58,kN,22.58
904,0.57,kN,22.60
905,0.56,kN,22.63
906,0.56,kN,22.65
907,0.55,kN,22.67
908,0.55,kN,22.70
909,0.55,kN,22.73
910,0.55,kN,22.75
911,0.54,kN,22.77
912,0.54,kN,22.80
913,0.53,kN,22.83
914,0.53,kN,22.85
915,0.53,kN,22.88
916,0.53,kN,22.90
917,0.53,kN,22.92
918,0.53,kN,22.95
919,0.53,kN,22.98
920,0.53,kN,23.00
921,0.53,kN,23.02
922,0.53,kN,23.05
923,0.53,kN,23.08
924,0.53,kN,23.10
925,0.53,kN,23.13
926,0.53,kN,23.15
927,0.54,kN,23.17
928,0.54,kN,23.20
929,0.54,kN,23.23
930,0.54,kN,23.25
931,0.54,kN,23.27
932,0.54,kN,23.30
933,0.55,kN,23.33
934,0.55,kN,23.35
935,0.55,kN,23.38
936,0.55,kN,23.40
937,0.55,kN,23.42
938,0.56,kN,23.45
939,0.57,kN,23.48
940,0.57,kN,23.50
941,0.57,kN,23.52
942,0.58,kN,23.55
943,0.58,kN,23.58
944,0.59,kN,23.60
945,0.60,kN,23.63
946,0.61,kN,23.65
947,0.61,kN,23.67
948,0.62,kN,23.70
949,0.62,kN,23.73
950,0.63,kN,23.75
951,0.64,kN,23.77
952,0.64,kN,23.80
953,0.65,kN,23.83
954,0.65,kN,23.85
955,0.66,kN,23.88
956,0.66,kN,23.90
957,0.66,kN,23.92
958,0.67,kN,23.95
959,0.67,kN,23.98
960,0.67,kN,24.00
961,0.67,kN,24.02
962,0.67,kN,24.05
963,0.68,kN,24.08
964,0.68,kN,24.10
965,0.68,kN,24.13
966,0.68,kN,24.15
967,0.68,kN,24.17
968,0.68,kN,24.20
969,0.68,kN,24.23
970,0.68,kN,24.25
971,0.68,kN,24.27
972,0.68,kN,24.30
973,0.68,kN,24.33
974,0.68,kN,24.35
975,0.68,kN,24.38
976,0.68,kN,24.40
977,0.68,kN,24.42
978,0.67,kN,24.45
979,0.67,kN,24.48
980,0.67,kN,24.50
981,0.66,kN,24.52
982,0.66,kN,24.55
983,0.66,kN,24.58
984,0.65,kN,24.60
985,0.65,kN,24.63
986,0.64,kN,24.65
987,0.64,kN,24.67
988,0.64,kN,24.70
989,0.63,kN,24.73
990,0.63,kN,24.75
991,0.62,kN,24.77
992,0.62,kN,24.80
993,0.62,kN,24.83
994,0.61,kN,24.85
995,0.60,kN,24.88
996,0.60,kN,24.90
997,0.60,kN,24.92
998,0.59,kN,24.95
999,0.59,kN,24.98
1000,0.59,kN,25.00
1001,0.59,kN,25.02
1002,0.58,kN,25.05
1003,0.58,kN,25.08
1004,0.57,kN,25.10
1005,0.57,kN,25.13
1006,0.57,kN,25.15
1007,0.56,kN,25.17
1008,0.55,kN,25.20
1009,0.54,kN,25.23
1010,0.54,kN,25.25
1011,0.54,kN,25.27
1012,0.53,kN,25.30
1013,0.53,kN,25.33
1014,0.52,kN,25.35
1015,0.52,kN,25.38
1016,0.52,kN,25.40
1017,0.51,kN,25.42
1018,0.51,kN,25.45
1019,0.51,kN,25.48
1020,0.51,kN,25.50
1021,0.50,kN,25.52
1022,0.50,kN,25.55
1023,0.50,kN,25.58
1024,0.50,kN,25.60
1025,0.50,kN,25.63
1026,0.50,kN,25.65
1027,0.50,kN,25.67
1028,0.50,kN,25.70
1029,0.50,kN,25.73
1030,0.50,kN,25.75
1031,0.50,kN,25.77
1032,0.49,kN,25.80
1033,0.49,kN,25.83
1034,0.50,kN,25.85
1035,0.49,kN,25.88
1036,0.49,kN,25.90
1037,0.49,kN,25.92
1038,0.49,kN,25.95
1039,0.49,kN,25.98
1040,0.49,kN,26.00
1041,0.49,kN,26.02
1042,0.50,kN,26.05
1043,0.50,kN,26.08
1044,0.50,kN,26.10
1045,0.50,kN,26.13
1046,0.50,kN,26.15
1047,0.50,kN,26.17
1048,0.50,kN,26.20
1049,0.51,kN,26.23
1050,0.51,kN,26.25
1051,0.51,kN,26.27
1052,0.52,kN,26.30
1053,0.52,kN,26.33
1054,0.52,kN,26.35
1055,0.53,kN,26.38
1056,0.54,kN,26.40
1057,0.54,kN,26.42
1058,0.55,kN,26.45
1059,0.55,kN,26.48
1060,0.55,kN,26.50
1061,0.56,kN,26.52
1062,0.57,kN,26.55
1063,0.57,kN,26.58
1064,0.58,kN,26.60
1065,0.58,kN,26.63
1066,0.59,kN,26.65
1067,0.59,kN,26.67
1068,0.60,kN,26.70
1069,0.60,kN,26.73
1070,0.60,kN,26.75
1071,0.60,kN,26.77
